Station_ID,Site_ID,Site_Name_JP,Site_Name_EN,Prefecture_ID,Prefecture_Name_JP,Prefecture_Name_EN,Station_Name_JP,Station_Name2_JP,Station_Name_EN [1],Station_Name2_EN [2],Latitude,Longitude
1410000009,15,佐賀県 長崎県,Saga/Nagasaki,41,佐賀県,Saga,唐津市　先部,からつし さきべ,Sakibe,Sakibe Karatsu City,33.5355510333333,129.860841497222
1410000011,15,佐賀県 長崎県,Saga/Nagasaki,41,佐賀県,Saga,唐津市　京泊先,からつし きょうどまりさき,Kyoudomarisaki,Kyoudomarisaki Karatsu City,33.4765200722222,129.825775944444
1410000003,15,佐賀県 長崎県,Saga/Nagasaki,41,佐賀県,Saga,玄海町　串,げんかいちょう くし,Kushi,Kushi Genkai Town,33.5163421194444,129.853550775
1410000001,15,佐賀県 長崎県,Saga/Nagasaki,41,佐賀県,Saga,玄海町　今村,げんかいちょう いまむら,Imamura,Imamura Genkai Town,33.5138421166667,129.839385388889
1410000010,15,佐賀県 長崎県,Saga/Nagasaki,41,佐賀県,Saga,玄海町　外津浦,げんかいちょう ほかわづうら,Hokawaduura,Hokawaduura Genkai Town,33.513584025,129.847915188889
1410000002,15,佐賀県 長崎県,Saga/Nagasaki,41,佐賀県,Saga,玄海町　平尾,げんかいちょう ひらお,Hirao,Hirao Genkai Town,33.4960662694444,129.845662986111
1420000001,15,佐賀県 長崎県,Saga/Nagasaki,41,長崎県,Nagasaki,鷹島町局,たかしままちきょく,Takasimamachi,Takashimamati,33.4482914194444,129.761615302778
1460000004,16,鹿児島県,Kagoshima,46,鹿児島県,Kagoshima,薩摩川内市　港,さつませんだいし みなと,Minato,Minato Satsuma-sendai City,31.8515104111111,130.201908091667
1460000001,16,鹿児島県,Kagoshima,46,鹿児島県,Kagoshima,薩摩川内市　久見崎,さつませんだいし ぐみさき,Gumisaki,Gumisaki Satsuma-sendai City,31.8395672166667,130.199130825
1460000007,16,鹿児島県,Kagoshima,46,鹿児島県,Kagoshima,薩摩川内市　小平,さつませんだいし こだいら,Kodaira,Kodaira Satsuma-sendai City,31.8276238833333,130.194964772222
1460000005,16,鹿児島県,Kagoshima,46,鹿児島県,Kagoshima,薩摩川内市　高江,さつませんだいし たかえ,Takae,Takae Satsuma-sendai City,31.8237368583333,130.251349197222
1460000003,16,鹿児島県,Kagoshima,46,鹿児島県,Kagoshima,薩摩川内市　寄田,さつませんだいし よりた,Yorita,Yorita Satsuma-sendai City,31.8154024972222,130.181077216667
1460000002,16,鹿児島県,Kagoshima,46,鹿児島県,Kagoshima,薩摩川内市　上野,さつませんだいし うえの,Ueno,Ueno Satsuma-sendai City,31.8140141,130.196909447222
1460000006,16,鹿児島県,Kagoshima,46,鹿児島県,Kagoshima,薩摩川内市　監視センター,さつませんだいし かんしせんたー,Monitoring center,Satsuma-sendai monitoring center Satsuma-sendai City,31.812905675,130.306343588889


[1] Fields marked in orange have to be double-checked.
[2] Names marked in orange color are probably erroneous and due to correction.
